OPERADOR	LÍNEA	NIVEL DE TENSIÓN (kV)	LONGITUD (km)	CAPACIDAD TRANSPORTE NOMINAL (A)	CAPACIDAD TRANSPORTE TÉRMICO (A)	CAPACIDAD TRANSPORTE EMERGENCIA (A)	R1 (Ω/km)	X1 (Ω/km)	B1 (uS/km)	R0 (Ω/km)	X0 (Ω/km)	B0 (uS/km)	CLASE	CONDUCTOR TIPO	CONDUCTOR CALIBRE	FECHA DE ENTRADA	OBSERVACIONES	ACTIVO COMPARTIDO	ACUERDO
ACUEDUCTO METROPOLITANO DE BUCARAMANGA S A E S P	BOSCONIA TBOSCONIA 1 115 KV	115.0	1.04	140	140	140	1.3750	0.5000	3.4375	1.5625	1.9375	1.5625	Str		0.00	01/09/1984		No	
AIR- E S.A.S. E.S.P.	BARANOA  MALAMBO 1 110 kV	110.0	17.70	530	580	580	0.1194	0.4952	3.3400	0.4512	1.4377	2.0600	Str	AAAC	559.5	01/01/1985		No	
AIR- E S.A.S. E.S.P.	CARACOLI  CORDIALIDAD 1 110 kV	110.0	14.20	500	580	570	0.1191	0.4718	3.5600	0.4622	1.4739	2.1400	Str		0.00	25/02/2019		No	
AIR- E S.A.S. E.S.P.	CARACOLI  MALAMBO 2 110 kV	110.0	9.50	500	580	570	0.1191	0.4718	3.5600	0.4622	1.4739	2.1400	Str		0.00	27/01/2019		No	
AIR- E S.A.S. E.S.P.	CARACOLI  SILENCIO 1 110 kV	110.0	12.50	691	706	706	0.0736	0.4552	3.6814	0.2417	1.5823	2.1890	Str		0.00	25/02/2019		No	
AIR- E S.A.S. E.S.P.	CARACOLI  SILENCIO 2 110 kV	110.0	12.50	691	706	706	0.0736	0.4552	3.6814	0.2417	1.5823	2.1890	Str		0.00	25/02/2019		No	
AIR- E S.A.S. E.S.P.	CENTRO (BARRANQUILLA)  OASIS 1 110 kV	110.0	7.87	400	420	520	0.0622	0.2561	60.3190	0.5219	0.2115	0.0000	Str		0.00	13/08/1986		No	
AIR- E S.A.S. E.S.P.	CENTRO (BARRANQUILLA)  SILENCIO 1 110 kV	110.0	3.26	900	900	900	0.0311	0.1281	30.1590	0.2610	0.1058	0.0000	Str	CU	750	01/01/1989		No	
AIR- E S.A.S. E.S.P.	CORDIALIDAD  TEBSA 1 110 kV	110.0	8.62	640	794	690	0.0740	0.4757	3.5200	0.4246	1.4121	2.1400	Str		0.00	01/08/1999		No	
AIR- E S.A.S. E.S.P.	CUESTECITAS  MAICAO 1 110 kV	110.0	47.00	424	471	467	0.1702	0.5013	3.3606	0.6066	1.3644	2.5306	Str	AAAC	394.5	01/12/1998		No	
AIR- E S.A.S. E.S.P.	CUESTECITAS  RIOHACHA 1 110 kV	110.0	59.70	467	471	467	0.1701	0.5022	3.3506	0.6058	1.3630	2.5306	Str	AAAC	394.5	01/01/1982		No	
AIR- E S.A.S. E.S.P.	EL RIO  OASIS 1 110 kV	110.0	5.37	712	794	783	0.0732	0.4106	4.0600	0.4232	1.5957	2.2000	Str	AAAC	927.2	01/01/1986		No	
AIR- E S.A.S. E.S.P.	FUNDACION  TFUNDACION  RIO CORDOBA 1 110 kV	110.0	68.50	472	580	520	0.1200	0.4760	3.5310	0.5630	1.3690	2.5310	Str		0.00	01/01/1997		No	
AIR- E S.A.S. E.S.P.	GAIRA  SANTA MARTA 1 110 kV	110.0	7.82	472	580	580	0.1190	0.4780	3.4890	0.3510	1.6240	2.0260	Str		0.00	01/01/1986		No	
AIR- E S.A.S. E.S.P.	GAIRA  TPUERTO NUEVO 1 110 kV	110.0	20.55	472	580	520	0.1190	0.4832	3.4483	0.3518	1.6141	1.9969	STR	AAAC	559	01/07/2013		No	
AIR- E S.A.S. E.S.P.	JUAN MINA  NUEVA BARRANQUILLA 1 110 kV	110.0	10.90	384	794	432	0.0735	0.4164	4.0418	0.4279	1.5159	2.0717	Str		0.00	01/07/2016		No	
AIR- E S.A.S. E.S.P.	LAS FLORES  TERMOFLORES 1 110 kV	110.0	0.60	600	794	660	0.0620	0.4000	36.4540	0.2780	1.0620	18.3400	Str		0.00	01/01/1971		No	
AIR- E S.A.S. E.S.P.	LIBERTADOR  SANTA MARTA 1 110 kV	110.0	4.50	400	558	460	0.1182	0.4535	3.6906	0.3536	1.6747	1.9706	Str	ACSR	477	01/01/1993		No	
AIR- E S.A.S. E.S.P.	MANZANARES (MAGDALENA)  SANTA MARTA 1 110 kV	110.0	2.80	472	580	520	0.1191	0.4694	3.5606	0.3545	1.6397	2.0306	Str	AAAC	559.5	01/01/1972		No	
AIR- E S.A.S. E.S.P.	OASIS  SILENCIO 1 110 kV	110.0	4.60	900	900	900	0.0311	0.1281	30.1590	0.2610	0.1058	0.0000	Str		0.00	01/01/1989		No	
AIR- E S.A.S. E.S.P.	PUERTO NUEVO  TPUERTO NUEVO 1 110 kV	110.0	0.37	472	637	520	0.1030	0.4120	2.7864	0.1991	1.0075	1.6177	STR	AAAC	650	01/07/2013		No	
AIR- E S.A.S. E.S.P.	RIO CORDOBA  CIENAGA 1 110 kV	110.0	5.20	300	580	330	0.1190	0.4857	3.4306	0.3523	1.6087	2.0106	Str	AAAC	559.5	01/01/2001		No	
AIR- E S.A.S. E.S.P.	RIO CORDOBA  TPUERTO NUEVO 1 110 kV	110.0	2.95	472	580	520	0.1190	0.4832	3.4483	0.3518	1.6141	1.9969	STR	AAAC	559	01/07/2013		No	
AIR- E S.A.S. E.S.P.	SABANALARGA  BARANOA 1 110 kV	110.0	15.62	530	580	580	0.1194	0.4952	3.3400	0.4512	1.4377	2.0600	Str	AAAC	559.5	01/01/2001		No	
AIR- E S.A.S. E.S.P.	SABANALARGA  SALAMINA (MAGDALENA) 1 110 kV	110.0	26.39	300	580	345	0.1195	0.4871	3.4100	0.4648	1.4411	2.1800	Str	AAAC	559.5	30/06/2000		No	
AIR- E S.A.S. E.S.P.	TEBSA  EL RIO 1 110 kV	110.0	7.39	650	794	690	0.0733	0.4367	3.8330	0.3832	1.5675	2.0920	Str	AAAC	927.2	01/01/1986		No	
AIR- E S.A.S. E.S.P.	TEBSA  UNION (ATLANTICO) 1 110 kV	110.0	3.56	640	794	690	0.0735	0.4722	3.5350	0.3961	1.4648	2.0370	Str		0.00	01/01/1993		No	
AIR- E S.A.S. E.S.P.	TEBSA  VEINTE DE JULIO 1 110 kV	110.0	3.22	640	794	690	0.0736	0.4465	3.7670	0.3984	1.5146	2.1400	Str		0.00	01/01/1998		No	
AIR- E S.A.S. E.S.P.	TEBSA  VEINTE DE JULIO 2 110 kV	110.0	3.93	640	794	690	0.0731	0.4368	38.5000	0.3805	15.6900	21.7000	Str		0.00	27/01/2019		No	
AIR- E S.A.S. E.S.P.	TERMOFLORES  OASIS 1 110 kV	110.0	3.20	712	794	783	0.0777	0.4792	4.1230	0.3680	1.4810	2.1920	Str		0.00	01/01/1993		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	ARGOS  NUEVA COSPIQUE 1 110 kV	110.0	1.93	726	794	794	0.0740	0.4350	3.4760	0.4190	1.5530	1.9280	Str		0.00	14/07/2009		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	ARGOS  TERMOCANDELARIA 1 110 kV	110.0	6.06	726	794	794	0.0740	0.4350	3.4760	0.4190	1.5530	1.9280	Str		0.00	14/07/2009		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	BOCAGRANDE  CARTAGENA 1 66 kV	66.0	10.97	540	540	540	0.0980	0.3320	28.7000	0.4980	1.2680	27.1800	Str	AAAC	559.5	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	BOCAGRANDE  EL BOSQUE 1 66 kV	66.0	5.02	380	400	400	0.1030	0.3780	42.4880	0.3450	1.0080	38.5020	Str	AAAC	559.5	01/01/1985		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	BOLIVAR  BAYUNCA 1 66 kV	66.0	12.40	308	320	320	0.0700	0.4590	3.6430	0.2380	1.6480	2.1340	Str		0.00	18/08/2018	Se crea por entrada en operación comercial de proyecto UPME STR 102015 SE Bolívar y Manzanillo 66 kV, operada inicialmente a 66 kV	No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	BOLIVAR  VILLA ESTRELLA 1 66 kV	66.0	11.30	308	320	320	0.0700	0.4590	3.6430	0.2380	1.6480	2.1340	Str		0.00	18/08/2018	Operado inicialmente a 66 kV	No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	BOSTON  CHINU 1 110 kV	110.0	21.60	580	580	580	0.1175	0.4621	3.1209	0.4635	1.2238	2.1275	Str		0.00	21/10/2019		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	BOSTON  CHINU 2 110 kV	110.0	21.60	580	580	580	0.1363	0.4687	3.1236	0.4931	1.2140	2.3307	Str		0.00	01/01/1982		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	BOSTON  SIERRA FLOR 1 110 kV	110.0	8.02	794	794	873	0.0700	0.4168	3.1487	0.2803	1.2572	2.0394	Str		0.00	09/02/1999		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CALAMAR TCALAMAR 1 66 kV	66.0	32.00	200	469	230	0.2020	0.4560	3.5680	0.5500	1.5690	1.7620	Str	ACSR	336.4	30/04/2001		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CARTAGENA  PROELECTRICA 1 66 kV	66.0	2.78	504	580	580	0.1190	0.3980	4.2290	0.4090	1.7400	2.1850	Str	AAAC	559.5	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CARTAGENA  PROELECTRICA 2 66 kV	66.0	2.78	504	580	580	0.1190	0.3980	4.2290	0.4090	1.7400	2.1850	Str	AAAC	559.5	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CARTAGENA  ZARAGOCILLA 1 66 kV	66.0	11.20	540	580	580	0.1319	0.4093	4.1193	0.3079	1.2600	1.8851	Str		0.00	03/07/2013		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CERETE  CHINU 1 110 kV	110.0	56.11	530	530	575	0.0925	0.4660	3.5420	0.4570	1.4470	2.5120	Str		0.00	23/01/2019		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CERETE  NUEVA MONTERIA 1 110 kV	110.0	22.91	530	530	575	0.0899	0.4590	3.5560	0.4160	1.2980	2.3620	Str		0.00	23/01/2019		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CERROMATOSO  PLANETA RICA 1 110 kV	110.0	53.66	400	469	460	0.1680	0.4900	3.3910	0.4450	1.6140	1.9810	Str		0.00	01/01/1972		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CHINU  CHINU PLANTA 1 110 kV	110.0	0.80	500	580	575	0.1190	0.4810	3.4800	0.4960	1.4880	2.4580	Str	AAAC	559.5	01/01/2001		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CHINU  COVEÑAS 1 110 kV	110.0	45.00	794	794	873	0.0730	0.4530	3.6870	0.3500	1.5790	2.0760	Str		0.00	08/09/1999		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CHINU  SAN MARCOS (SUCRE) 1 110 kV	110.0	66.00	200	580	216	0.1400	0.4790	3.4710	0.4170	1.6030	2.0010	Str	AAAC	559.5	01/01/1998		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CHINU  SINCE 1 110 kV	110.0	37.90	440	580	490	0.1190	0.4810	3.4840	0.4920	1.4920	2.4450	Str	AAAC	559.5	01/01/1997		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	CODAZZI (CESAR)  LA JAGUA 1 110 kV	110.0	54.85	200	467	240	0.1687	0.4988	3.3406	0.4031	1.6204	2.0906	Str	AAAC	394.5	01/01/1983		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	COSPIQUE  MEMBRILLAL 1 66 kV	66.0	3.99	580	584	584	0.1230	0.4280	3.4740	0.4270	1.6720	2.0030	Str	ACSR	477 kcmil	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	COVEÑAS  TOLUVIEJO 1 110 kV	110.0	26.90	580	580	638	0.1190	0.4720	3.5300	0.3950	1.6000	2.0280	Str	AAAC	559.5	01/01/1967		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	EL BOSQUE  CHAMBACU 1 66 kV	66.0	2.98	540	580	580	0.1453	0.4067	4.1255	0.3916	1.5748	2.1447	Str		0.00	03/07/2013		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	EL BOSQUE  CHAMBACU 2 66 kV	66.0	2.98	540	580	580	0.1453	0.4067	4.1255	0.3916	1.5748	2.1447	Str		0.00	03/07/2013		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	EL CARMEN  TOLUVIEJO 1 110 kV	110.0	58.60	600	794	690	0.1190	0.4720	3.5330	0.3950	1.6010	2.0310	Str	AAAC	927.2	01/01/1998		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	EL CARMEN  TSAN JACINTO 1 66 kV	66.0	13.00	360	469	400	0.1650	0.4680	3.5750	0.5690	1.5310	2.4030	Str		0.00	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	EL CARMEN  ZAMBRANO 1 66 kV	66.0	32.67	300	464	300	0.1650	0.4680	3.5750	0.5690	1.5310	2.4030	Str	AAAC	559.5	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	EL PASO  EL BANCO 1 110 kV	110.0	90.70	320	469	320	0.1660	0.4987	3.3706	0.6026	1.3625	2.5406	Str	ACSR	336.4	01/01/1982		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	EL PASO  EL COPEY 1 110 kV	110.0	55.40	467	467	467	0.1661	0.4988	3.3706	0.6021	1.3630	2.5306	Str	ACSR	336.4	01/01/1983		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	GAMBOTE  TCALAMAR 1 66 kV	66.0	36.00	200	469	230	0.1650	0.4680	3.5750	0.5690	1.5310	2.4030	Str	ACSR	336.4	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	LA MOJANA  SAN MARCOS (SUCRE) 1 110 kV	110.0	46.75	376.8	471	423.9	0.1655	0.5009	3.2663	0.4138	1.3974	1.7920	Str	AAAC	0.00	07/03/2014		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	MAGANGUE  MOMPOX 1 110 kV	110.0	45.00	236	320	272	0.3313	0.5864	3.1220	0.7271	1.4267	2.1670	Str	ASCR	4/0	01/01/2001		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	MAGANGUE  SINCE 1 110 kV	110.0	41.00	380	580	450	0.1190	0.4810	3.4820	0.4930	1.4910	2.4500	Str	AAAC	559.5	08/09/1999		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	MEMBRILLAL  PROELECTRICA 1 66 kV	66.0	2.99	580	580	580	0.1250	0.4200	4.0010	0.4100	1.6960	2.1280	Str	AAAC	559,5	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	MONTERIA  NUEVA MONTERIA 1 110 kV	110.0	1.31	504	504	579	0.1190	0.4720	3.5310	0.3950	1.6000	2.0280	Str		0.00	28/12/2017		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	MONTERIA  NUEVA MONTERIA 2 110 kV	110.0	2.60	530	530	575	0.0750	0.4580	3.6788	0.4190	1.3340	2.1984	Str		0.00	28/12/2017		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	NUEVA MONTERIA  RIO SINU 1 110 kV	110.0	13.40	504	504	579	0.1190	0.4720	3.5310	0.3950	1.6000	2.0280	Str		0.00	28/12/2017		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	PROELECTRICA  MAMONAL 1 66 kV	66.0	9.89	504	580	580	0.1190	0.3980	4.2290	0.4090	1.7400	2.1850	Str	AAAC	559.5	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	RIO SINU  TIERRALTA 1 110 kV	110.0	66.92	504	580	580	0.1190	0.4730	3.5230	0.3960	1.5980	2.0220	Str	AAAC	559.5	01/01/1998		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	SAN JACINTO  TSAN JACINTO 1 66 kV	66.0	0.20	200	469	230	0.1650	0.4680	3.5750	0.5690	1.5310	2.4030	Str	ACSR	336.4	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	SIERRA FLOR  TOLUVIEJO 1 110 kV	110.0	17.80	794	794	873	0.0730	0.4500	3.7120	0.3460	1.5860	2.0930	Str	AAAC	927.2	02/09/1999		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TCALAMAR  TSAN JACINTO 1 66 kV	66.0	22.00	200	469	230	0.1650	0.4680	3.5750	0.5690	1.5310	2.4030	Str	ACSR	336.4	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TERMOCANDELARIA  NUEVA COSPIQUE 2 110 kV	110.0	6.00	726	794	794	0.0777	0.4811	3.4760	0.3720	1.4800	1.9283	Str	AAAC	927.2	01/12/1991		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TERNERA  COSPIQUE 1 66 kV	66.0	6.87	580	580	580	0.1330	0.2790	6.3300	0.4270	1.5090	2.5270	Str	CU	2X2/0	01/01/1987		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TERNERA  EL BOSQUE 1 66 kV	66.0	8.35	576	636	636	0.1360	0.2430	6.9000	0.4280	1.4710	2.6500	Str	CU	2X2/0	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TERNERA  GAMBOTE 1 66 kV	66.0	30.92	318	318	318	0.2720	0.4590	3.6750	0.5800	1.7340	1.7860	Str	CU	2/0	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TERNERA  MAMONAL 1 66 kV	66.0	13.30	400	580	460	0.1380	0.4050	4.1730	0.4350	1.7360	2.0560	Str	AAAC	559.5	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TERNERA  TOLUVIEJO 1 110 kV	110.0	108.50	400	580	460	0.1190	0.4810	3.4790	0.4940	1.4900	2.4540	Str	AAAC	559.5	01/01/1978		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TERNERA  VILLA ESTRELLA 1 66 kV	66.0	5.62	355	355	355	0.2610	0.4420	3.7600	0.5880	1.7300	2.0720	Str	ACSR	4/0	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TERNERA  ZARAGOCILLA 1 66 kV	66.0	6.74	540	580	580	0.1190	0.4180	4.0290	0.4300	1.6920	2.0650	Str	AAAC	559.5	12/03/2012		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	TIERRALTA  URRA 1 110 kV	110.0	26.25	480	580	540	0.1170	0.4790	3.4950	0.4920	1.4890	2.4540	Str	AAAC	559.5	23/11/2002		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	VALLEDUPAR  CODAZZI (CESAR) 1 110 kV	110.0	51.00	400	469	440	0.1657	0.4957	3.3706	0.5993	1.3651	2.5106	Str	ACSR	336.4	01/01/1999		No	
CARIBEMAR DE LA COSTA S.A.S. E.S.P.	VALLEDUPAR  SAN JUAN 1 110 kV	110.0	40.00	400	457	440	0.1659	0.4986	3.3706	0.6032	1.3618	2.5406	Str	ACSR	336.4	01/01/1990		No	
CELSIA COLOMBIA S.A. E.S.P.	AGUABLANCA  ALFEREZ II 1 115 kV	115.0	5.63	912	912	912	0.0802	0.4599	3.5653	0.7304	2.3161	2.3038	Str		0.00	29/11/2013		No	
CELSIA COLOMBIA S.A. E.S.P.	AGUABLANCA  JUANCHITO 1 115 kV	115.0	4.36	600	900	720	0.0803	0.4610	3.4736	0.7641	2.1679	2.2635	Str		0.00	01/01/1995		No	
CELSIA COLOMBIA S.A. E.S.P.	AGUABLANCA  JUANCHITO 2 115 kV	115.0	4.36	600	900	720	0.0803	0.4610	3.4736	0.7641	2.1679	2.2635	Str		0.00	01/01/1995		No	
CELSIA COLOMBIA S.A. E.S.P.	AGUABLANCA  PAPELCAUCA 1 115 kV	115.0	15.93	800	900	900	0.0801	0.4601	3.4736	0.7641	2.1679	2.2635	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	ALFEREZ I  MELENDEZ 1 115 kV	115.0	10.26	900	900	900	0.0800	0.4602	3.5440	0.7382	2.2815	2.2944	Str		0.00	04/06/2015		No	
CELSIA COLOMBIA S.A. E.S.P.	ALFEREZ I  PANCE 1 115 kV	115.0	6.36	900	900	900	0.0800	0.4602	3.5440	0.7382	2.2815	2.2944	Str		0.00	04/06/2015		No	
CELSIA COLOMBIA S.A. E.S.P.	ALFEREZ II  MELENDEZ 1 115 kV	115.0	4.08	912	912	912	0.0802	0.4599	3.5653	0.7304	2.3161	2.3038	Str		0.00	29/11/2013		No	
CELSIA COLOMBIA S.A. E.S.P.	ALTO ANCHICAYA  PANCE 1 230 kV	230.0	53.91	1060	1060	1060	0.0653	0.4854	3.4455	0.4838	1.6464	2.3859	Uso		0.00	01/01/1974		No	
CELSIA COLOMBIA S.A. E.S.P.	ALTO ANCHICAYA  YUMBO 1 230 kV	230.0	54.67	1000	1000	1000	0.0653	0.4837	3.4455	0.4838	1.6464	2.3859	Uso		0.00	01/01/1974		No	
CELSIA COLOMBIA S.A. E.S.P.	BAJO ANCHICAYA  CHIPICHAPE 1 115 kV	115.0	51.30	490	490	490	0.1910	0.4980	3.3980	0.5764	1.7472	2.0479	Str		0.00	01/01/1955		No	
CELSIA COLOMBIA S.A. E.S.P.	BAJO ANCHICAYA  CHIPICHAPE 2 115 kV	115.0	51.30	490	490	490	0.1910	0.4808	3.3980	0.5764	1.7472	2.0479	Str		0.00	01/01/1955		No	
CELSIA COLOMBIA S.A. E.S.P.	BAJO ANCHICAYA  PAILON 1 115 kV	115.0	35.48	300	540	360	0.1485	0.4818	3.4839	0.4375	1.2620	2.2492	Str		0.00	01/01/1957		No	
CELSIA COLOMBIA S.A. E.S.P.	BAJO ANCHICAYA  TABOR (BVENTURA) 1 115 kV	115.0	35.61	400	540	470	0.1485	0.4818	3.4839	0.4375	1.2620	2.2492	Str		0.00	01/01/1966		No	
CELSIA COLOMBIA S.A. E.S.P.	BAYUNCA  MANZANILLO 1 66 kV	66.0	7.59	700	896	896	0.0700	0.4570	3.6600	0.2390	1.6510	1.9590	Str		0.00	18/08/2018		No	
CELSIA COLOMBIA S.A. E.S.P.	BOLIVAR  MANZANILLO 1 66 kV	66.0	17.14	700	896	896	0.0700	0.4770	0.3508	0.2380	1.6130	2.1090	Str		0.00	18/08/2018	Se crea por entrada en operación comercial de proyecto UPME STR 102015 SE Bolívar y Manzanillo 66 kV, operada inicialmente a 66 kV	No	
CELSIA COLOMBIA S.A. E.S.P.	BRISAS  MIROLINDO 1 115 kV	115.0	7.30	757	908.4	935.62	0.1145	0.4494	3.7019	0.4061	1.5713	1.8256	Str		0.00	15/02/2013		No	
CELSIA COLOMBIA S.A. E.S.P.	BRISAS  MIROLINDO 2 115 kV	115.0	7.30	757	757	935	0.1133	0.4469	3.7019	0.4229	1.5493	1.8256	Str		0.00	22/02/2023		No	
CELSIA COLOMBIA S.A. E.S.P.	BRISAS  NUEVA CAJAMARCA (TOLIMA) 1 115 kV	115.0	27.36	400	480	494.4	0.1144	0.5037	3.2707	0.3903	1.4728	2.0194	Str		0.00	20/12/2022		No	
CELSIA COLOMBIA S.A. E.S.P.	BRISAS  PAPAYO 1 115 kV	115.0	3.00	400	480	494.4	0.1144	0.5037	3.2707	0.3903	1.4728	2.0194	Str		0.00	15/02/2013		No	
CELSIA COLOMBIA S.A. E.S.P.	BUGA  CALIMA 1 115 kV	115.0	33.90	800	910	900	0.0739	0.4554	3.6689	0.3221	1.5811	2.2024	Str		0.00	01/01/1962		No	
CELSIA COLOMBIA S.A. E.S.P.	BUGA  CALIMA 2 115 kV	115.0	33.90	800	910	900	0.0739	0.4554	3.6689	0.3221	1.5811	2.2024	Str		0.00	01/01/1962		No	
CELSIA COLOMBIA S.A. E.S.P.	BUGA  TULUA 1 115 kV	115.0	28.48	530	530	530	0.1711	0.4878	3.4114	0.4808	1.5530	2.1459	Str		0.00	01/01/1958		No	
CELSIA COLOMBIA S.A. E.S.P.	BUGA  TULUA 2 115 kV	115.0	28.50	530	530	530	0.1711	0.4878	3.4114	0.4808	1.5530	2.1459	Str		0.00	01/01/1958		No	
CELSIA COLOMBIA S.A. E.S.P.	BUGA  VIJES 1 115 kV	115.0	24.06	530	530	530	0.1713	0.4923	3.3899	0.4798	1.3837	2.1102	Str		0.00	31/12/2021		No	
CELSIA COLOMBIA S.A. E.S.P.	CANDELARIA (VALLE)  EL CARMELO 1 115 kV	115.0	8.00	300	530	360	0.0907	0.5209	3.4034	0.4934	1.5098	2.4736	Str		0.00	15/07/2019		No	
CELSIA COLOMBIA S.A. E.S.P.	CANDELARIA (VALLE)  EL CARMELO 2 115 kV	115.0	8.00	400	530	480	0.0907	0.5209	3.4034	0.4934	1.5098	2.4736	Str		0.00	15/07/2019		No	
CELSIA COLOMBIA S.A. E.S.P.	CANDELARIA (VALLE)  MAYAGUEZ 1 115 kV	115.0	2.85	200	470	240	0.1723	0.4810	3.4870	0.4522	1.3461	1.7530	Str		0.00	08/02/2007		No	
CELSIA COLOMBIA S.A. E.S.P.	CARACOLI  MALAMBO 1 110 kV	110.0	10.50	691	741.3	741.3	0.0736	0.4686	3.5756	0.2400	1.4830	2.2525	Str		0.00	25/02/2019		No	
CELSIA COLOMBIA S.A. E.S.P.	CARTAGO  LA UNION (VALLE) 1 115 kV	115.0	38.20	530	530	530	0.1699	0.4833	3.4666	0.6807	2.5138	2.2668	Str		0.00	01/01/1997		No	
CELSIA COLOMBIA S.A. E.S.P.	CARTAGO  ZARZAL 1 115 kV	115.0	42.19	530	530	530	0.1886	0.4833	3.4114	0.6478	2.6145	2.3059	Str		0.00	01/01/1962		No	
CELSIA COLOMBIA S.A. E.S.P.	CEMEX  GUALANDAY 1 115 kV	115.0	5.80	600	761	741.6	0.1233	0.4996	3.3202	0.4791	1.3706	2.1315	Str		0.00	18/08/2015		No	
CELSIA COLOMBIA S.A. E.S.P.	CEMEX  MIROLINDO 1 115 kV	115.0	13.80	600	720	741.6	0.1233	0.4996	3.3202	0.4791	1.3706	2.1315	Str		0.00	01/01/2001		No	
CELSIA COLOMBIA S.A. E.S.P.	CERRITO  SANTA BARBARA (PALMIRA) 1 115 kV	115.0	17.70	200	530	240	0.1905	0.4890	3.4034	0.4934	1.5098	2.4736	Str		0.00	01/01/1997		No	
CELSIA COLOMBIA S.A. E.S.P.	CHIPICHAPE  LA CAMPIÑA 1 115 kV	115.0	1.22	530	530	530	0.1712	0.4812	3.4408	0.4808	1.5402	2.0604	Str		0.00	01/01/1998		No	
CELSIA COLOMBIA S.A. E.S.P.	CHIPICHAPE  SAN ANTONIO (CALI) 1 115 kV	115.0	3.80	490	490	490	0.1909	0.4771	3.4943	0.6592	1.9292	1.9935	Str		0.00	01/01/1995		No	
CELSIA COLOMBIA S.A. E.S.P.	CHIPICHAPE  SAN ANTONIO (CALI) 2 115 kV	115.0	3.80	490	490	490	0.1909	0.4771	3.4943	0.6592	1.9292	1.9935	Str		0.00	01/01/1995		No	
CELSIA COLOMBIA S.A. E.S.P.	CHIPICHAPE  TERMOYUMBO 1 115 KV	115.0	10.80	530	530	530	0.1903	0.4811	3.4408	0.7252	2.5118	2.2630	Str		0.00	01/01/1958		No	
